content,poetry_author,poetry_name
"
朝求升，暮求合，近来贫汉难存活。,早早开门拜闯王，管教大小都欢悦。,杀牛羊，备酒浆，开了城门迎闯王，闯王来了不纳粮。,吃他娘，着她娘，吃着不够有闯王。,不当差，不纳粮，大家快活过一场。
",佚名,闯王
"
关山虽胜路难堪，才上征鞍又解骖。,十丈黄尘千尺雪，可知俱不似江南。
",吴伟业,阻雪
"
,
",尤侗,闻鹧鸪
"
居庸关上子规啼，饮马流泉落日低。,雨雪自飞千嶂外，榆林只隔数峰西。
",朱彝尊,出居庸关
"
,
",王士祯,真州绝句
"
路回临石岸，树老出墙根。,野水合诸涧，桃花成一村。,呼鸡过篱栅，行酒尽儿孙。,老矣吾将隐，前峰恰对门。
",施闰章,过湖北山家
"
黄花古渡接芦溪，行过萍乡路渐低。,吠犬鸣鸡村远近，乳鹅新鸭岸东西。,丝缫细雨沾衣润，刀剪良苗出水齐。,犹与湖南风土近，春深无处不耕犁。
",查慎行,自湘东驿遵陆至芦溪
"
月黑见渔灯，孤光一点萤。,微微风簇浪，散作满河星。
",查慎行,舟夜书所见
"
到处陂塘决决流，垂杨百里罨平畴。,行人便觉须眉绿，一路蝉声过许州。
",沈德潜,过许州
"
山色江声共寂寥，十三陵树晚萧萧。,中原事业如江左，芳草何须怨六朝。
",纳兰性德,秣陵怀古
"
,
",赵执信,萤火
"
夜寒香界白，涧曲寺门通。,月在众峰顶，泉流乱叶中。,一灯群动息，孤磬四天空。,归路畏逢虎，况闻岩下风。
",厉鹗,灵隐寺月夜
"
,
",郑燮,竹石
"
晨起开门雪满山，雪晴云淡日光寒。,檐流未滴梅花冻，一种清孤不等闲。
",郑燮,山中雪后
"
卖得鲜鱼二百钱，籴粮炊饭放归船。,拔来湿苇烧难着，晒在垂杨古岸边。
",郑燮,渔家·卖得鲜鱼二百钱
"
百金买骏马，千金买美人；,万金买高爵，何处买青春？
",屈复,偶然作
"
爱子心无尽，归家喜及辰。,寒衣针线密，家信墨痕新。,见面怜清瘦，呼儿问苦辛。,低徊愧人子，不敢叹风尘。
",蒋士铨,岁暮到家
"
莫唱当年长恨歌，人间亦自有银河。,石壕村里夫妻别，泪比长生殿上多。
",袁枚,马嵬
"
秋夜访秋士，先闻水上音。,半天凉月色，一笛酒人心。,响遏碧云近，香传红藕深。,相逢清露下，流影湿衣襟。
",袁枚,夜过借园见主人坐月下吹笛
"
十里崎岖半里平，一峰才送一峰迎。,青山似茧将人裹，不信前头有路行。
",袁枚,山行杂咏
"
牧童骑黄牛，歌声振林樾。,意欲捕鸣蝉，忽然闭口立。
",袁枚,所见
"
,
",袁枚,遣兴
"
浓似春云淡似烟，参差绿到大江边。,斜阳流水推篷坐，翠色随人欲上船。
",纪昀,富春至严陵山水甚佳
"
李杜诗篇万口传，至今已觉不新鲜。,江山代有才人出，各领风骚数百年。
",赵翼,论诗五首·其二
"
布谷飞飞劝早耕，舂锄扑扑趁春晴。,千层石树遥行路，一带山田放水声。
",姚鼐,山行·布谷飞飞劝早耕
"
,
,
,
,
",黄景仁,感旧四首
"
搴帷拜母河梁去，白发愁看泪眼枯。,惨惨柴门风雪夜，此时有子不如无。
",黄景仁,别老母
"
,
",龚自珍,咏史
"
浩荡离愁白日斜，吟鞭东指即天涯。,落红不是无情物，化作春泥更护花。
",龚自珍,己亥杂诗·其五
"
九州生气恃风雷，万马齐喑究可哀。,我劝天公重抖擞，不拘一格降人材。(人材 一作：人才)
",龚自珍,己亥杂诗
"
草长莺飞二月天，拂堤杨柳醉春烟。,儿童散学归来早，忙趁东风放纸鸢。
",高鼎,村居
"
远看山有色，近听水无声。,春去花还在，人来鸟不惊。
",王维,画
"
,
",丘逢甲,春愁
"
,
,
",谭嗣同,狱中题壁
"
,
",梁启超,读陆放翁集
"
,
",秋瑾,对酒
"
邹容吾小弟，被发下瀛州。,快剪刀除辫，干牛肉作餱。,英雄一入狱，天地亦悲秋。,临命须掺手，乾坤只两头！
",章炳麟,狱中赠邹容
